ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO21N000001,행사,행사,신창동 어울림축제,광주광역시,광산구,2920011800,신창동,2920011800,신창동,292003163033,광주광역시 광산구 왕버들로 291(신창동),62251,다라399891,35.195581596664,126.840712460514,신창동 공방의 거리,20171028,20171028,"주민운동회, 주민회의, 노래자랑, 나눔장터, 프리마켓 등",신창동 마을축제 추진위원회,광주광역시 광산구 신창동,,,,,20220228,3630000,광주광역시 광산구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000002,행사,행사,제2회 하남동 도농공 한울타리 어울림축제,광주광역시,광산구,2920012500,하남동,2920012500,하남동,292004289687,광주광역시 광산구 하남대로54번안길 133(하남동),62336,다라362872,35.1782812384698,126.800084180691,경암근린공원,20171028,20171028,"기념식, 문화공연, 주민노래자랑, 플리마켓 등",하남동 한울타리 어울림축제 추진위원회,광주광역시 광산구 하남동,,,,,20220228,3630000,광주광역시 광산구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000003,행사,행사,울릉해변가요제,경상북도,울릉군,4794025024,울릉읍,4794025024,울릉읍,479404778013,경상북도 울릉군 울릉읍 도동2길 66,40222,사사011482,37.4843331744993,130.905642182244,저동항,20200801,20200831,"군민가요제, 불꽃놀이",(사)울릉청년단,울릉군,,0547914116,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1991&,주민과 관광객들의 만남의 장으로 한여름밤의 낭만을 즐길 수 있는 행사,20220228,5260000,경상북도 울릉군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000004,행사,행사,우산문화제,경상북도,울릉군,4794025024,울릉읍,4794025024,울릉읍,479404778037,경상북도 울릉군 울릉읍 약수터길 48,40225,사사008481,37.4834694841186,130.902071220226,도동항,20200901,20201031,"개막축하행사전통민속놀이, 체험행사 등",울릉문화원,울릉군,,0547910245,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1988&,울릉도 개척 정신을 기리고 울릉이 문화의 고장임을 널리 소개,20220228,5260000,경상북도 울릉군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000005,행사,행사,오징어축제,경상북도,울릉군,4794025025,울릉읍 저동리,4794025000,울릉읍,,,,사사014495,37.4961943108558,130.909847306867,저동항,20200612,20200614,"오징어 맨손잡기, 요리경연, 뗏목경주등",울릉군 축제위원회,울릉군,"경상북도, 관내 기관 및 사회단체",0547906392,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1986&,"울릉도의 비경을 배경으로 푸른 동해 바다에서 오징어를 잡아보고,오징어 건조과정을 체험하면서 각종 오징어요리를 즐길 수 있는 행사",20220228,5260000,경상북도 울릉군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000006,행사,행사,회당문화재,경상북도,울릉군,4794025024,울릉읍 도동리,4794025024,울릉읍,479404778037,경상북도 울릉군 울릉읍 약수터길 48,40225,사사008481,37.4834694841186,130.902071220226,도동항,20200701,20200702,"버스킹, 전시 및 체험행사, 독도아리랑 콘서트 진행(메인)",대한불교진각종,대한불교진각종,울릉군,,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1992&,"버스킹, 전시 및 체험행사, 독도아리랑 콘서트 등 다양한 문화행사로 진행",20220228,5260000,경상북도 울릉군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000007,행사,행사,민속그네뛰기,경상북도,울릉군,4794025026,울릉읍 사동리,4794025026,울릉읍,479404778001,경상북도 울릉군 울릉읍 간령길 83-18,40232,바사983454,37.460240437202,130.873549446035,사동 자생식물원,20200625,20200625,그네뛰기,울릉문화원,울릉문화원,울릉군,,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1989&,전통문화 계승발전과 건전한 사회 기풍을 조성함과 향토문화 창달에 기여,20220228,5260000,경상북도 울릉군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000008,행사,행사,2016 광복기념음악회,경기도,안양시 만안구,4117110100,안양동,4117110100,안양동,411713182007,경기도 안양시 만안구 병목안로 215,14023,다사475319,37.3852894227621,126.907676269341,병목안시민공원,20160815,20160815,"안양필하모닉 오케스트라연주, 트럼펫연주곡, 안양시립합창단 공연등",(재)안양문화예술재단,(재)안양문화예술재단,,0316870500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",20220228,3830000,경기도 안양시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000009,행사,행사,2014 안양 아줌마축제,경기도,안양시 동안구,4117310300,평촌동,4117310300,평촌동,411733183003,경기도 안양시 동안구 관평로 149,14067,다사523324,37.3901366389543,126.961328707289,평촌중앙공원,20140830,20140831,"아줌마 축제 개막식 및 폐막식, 주민자치센터 동호회 공연  등",경인일보,(재)안양문화예술재단,경기도 안양시,0316870500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",20220228,3830000,경기도 안양시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000010,행사,행사,2015 안양 시민축제,경기도,안양시 동안구,4117310300,평촌동,4117310300,평촌동,411733183003,경기도 안양시 동안구 관평로 149,14067,다사523324,37.3901366389543,126.961328707289,"평촌중앙공원, 삼덕공원",20151002,20151004,"시민공연마당, 전시체험부스, 특별기회전시, 개폐막 축하공연, 방송국 공개방송 등",(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,0316870500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",20220228,3830000,경기도 안양시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000011,행사,행사,2015 안양 아줌마축제,경기도,안양시 동안구,4117310300,평촌동,4117310300,평촌동,411733183003,경기도 안양시 동안구 관평로 149,14067,다사523324,37.3901366389543,126.961328707289,평촌중앙공원,20150530,20150531,"아줌마 축제 개막식 및 폐막식 공연, 주민자치센터 끼열전, 명사초청가요제 등",경인일보,(재)안양문화예술재단,경기도 안양시,0316870500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",20220228,3830000,경기도 안양시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000012,행사,행사,2016 안양 시민축제,경기도,안양시 동안구,4117310300,평촌동,4117310300,평촌동,411733183003,경기도 안양시 동안구 관평로 149,14067,다사523324,37.3901366389543,126.961328707289,"평촌중앙공원,삼덕공원.범계로데오",20160924,20160925,"시민공연마당, 전시체험부스, 특별기회전시, 개폐막 축하공연, 방송국 공개방송 등",(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,0316870500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",20220228,3830000,경기도 안양시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000013,행사,행사,2016 안양 아줌마축제,경기도,안양시 동안구,4117310300,평촌동,4117310300,평촌동,411733183003,경기도 안양시 동안구 관평로 149,14067,다사523324,37.3901366389543,126.961328707289,평촌중앙공원,20160528,20160529,"아줌마 축제 기념공연, 여성동호회공연, 주부가요제, 홍보체험부스, 김치왕선발대회 등",경인일보,(재)안양문화예술재단,"경기도 안양시, 안양시여성단체협의회",0316870500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",20220228,3830000,경기도 안양시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000014,행사,행사,2016 제5회 안양공공예술프로젝트,경기도,안양시 만안구,4117110100,안양동,4117110100,안양동,411713183019,경기도 안양시 만안구 예술공원로 180,13911,다사491357,37.4194648286771,126.925640360355,안양예술공원,20161015,20161215,"개막식, 체험부스운영, 공공예술작품 전시 및 공연",(재)안양문화예술재단,경기도 안양시,,0316870916,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",20220228,3830000,경기도 안양시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000015,행사,행사,2014 안양시민축제,경기도,안양시 동안구,4117310300,평촌동,4117310300,평촌동,411733183003,경기도 안양시 동안구 관평로 149,14067,다사523324,37.3901366389543,126.961328707289,"평촌중앙공원, 삼덕공원",20140926,20140928,"시민공연마당, 전시체험부스, 특별기회전시, 개폐막 축하공연, 방송국 공개방송, 거리공연 등",(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,0316870500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",20220228,3830000,경기도 안양시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000016,행사,행사,달맞이축제,경상북도,울릉군,4794025026,울릉읍 사동리,4794025026,울릉읍,479404778040,경상북도 울릉군 울릉읍 옥천길 8,40230,바사995469,37.473675605891,130.887502558326,울릉예술문화체험장(구.장흥초등학교),20200208,20200208,달집태우기,정월대보름 장흥달맞이 놀이마당추진위원회,정월대보름 장흥달맞이 놀이마당추진위원회,,,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1994&,우리 전통문화를 선양하고 사라져가는 세시풍습을 재현하여 민속축제로 승화,20220228,5260000,경상북도 울릉군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000017,행사,행사,태하성하신당제,경상북도,울릉군,4794031026,서면 태하리,4794031026,서면,479404778057,경상북도 울릉군 서면 태하길 154,40200,바사917510,37.512225659917,130.800883958898,서면 태하 성하신당,20200324,20200324,기원행사,울릉문화원,울릉문화원,,,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1990&,"행토발전의 결의를 새롭게 다지고 지역경제 활성화를 기원하고 풍어, 풍년을 기원하는 제전",20220228,5260000,경상북도 울릉군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000018,행사,행사,농악대축제,경기도,광명시,4121010300,하안동,4121010300,하안동,412103000022,경기도 광명시 오리로 703,14259,다사443405,37.4625199339073,126.871162585065,시민운동장,20161022,20161023,농악행사,농악보존회,광명시,광명시의회,028991664,,구름산예술제(시민회관),20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000019,행사,행사,농악대축제,경기도,광명시,4121010300,하안동,4121010300,하안동,412103000022,경기도 광명시 오리로 703,14259,다사443405,37.4625199339073,126.871162585065,시민운동장,20151017,20151018,농악행사,농악보존회,광명시,광명시의회,028991664,,구름산예술제(시민회관),20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000020,행사,행사,구름산예술제,경기도,광명시,4121010200,철산동,4121010200,철산동,412103187038,경기도 광명시 시청로 20,14234,다사438423,37.4790991215825,126.864847534268,시민회관,20151017,20151018,예술전시및행사,예총,광명시,광명시의회,0226806871,,농악대축제(시민운동장),20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000021,행사,행사,제14회 광명시평생학습축제,경기도,광명시,4121010200,철산동,4121010200,철산동,412104361245,경기도 광명시 오리로854번길 10,14240,다사441418,37.4743690340131,126.868466672165,광명시 전역,20150907,20150920,학술 컨퍼런스 외,광명시평생학습네트워크협의체,광명시,없음,0226806200,http://lll.gm.go.kr/site/festival,광명8경,20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000022,행사,행사,제2회 밤일음식문화 거리 축제,경기도,광명시,4121010300,하안동,4121063100,하안1동,,경기도 광명시 밤일안로 일대,,다사434395,37.453842,126.860748,밤일음식문화거리 내,20160610,20160610,"음식점할인행사, 무료시식, 노래자랑, 초대공연 등",밤일음식문화거리 상가번영회,광명시,광명시의회,0226805484,,경기도 지정 밤일음식문화특화거리,20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000023,행사,행사,구름산예술제,경기도,광명시,4121010200,철산동,4121010200,철산동,412103187038,경기도 광명시 시청로 20,14234,다사438423,37.4790991215825,126.864847534268,시민회관,20161022,20161023,예술전시및행사,예총,광명시,광명시의회,0226806871,,농악대축제(시민운동장),20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000024,행사,행사,제16회 광명시평생학습축제,경기도,광명시,4121010200,철산동,4121010200,철산동,412104361245,경기도 광명시 오리로854번길 10,14240,다사441418,37.4743690340131,126.868466672165,광명시 전역,20170909,20170923,학술 컨퍼런스 외,광명시평생학습네트워크협의체,광명시,없음,0226806200,http://lll.gm.go.kr/site/festival,광명8경,20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000025,행사,행사,농악대축제,경기도,광명시,4121010300,하안동,4121010300,하안동,412103000022,경기도 광명시 오리로 703,14259,다사443405,37.4625199339073,126.871162585065,시민운동장,20171020,20171022,농악행사,농악보존회,광명시,광명시의회,028991664,,구름산예술제(시민회관),20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000026,행사,행사,제26회 오리문화제,경기도,광명시,4121010300,하안동,4121010300,하안동,412103000022,경기도 광명시 오리로 703,14259,다사443405,37.4625199339073,126.871162585065,광명시민체육관,20170518,20170520,"오리이원익 영우참배/헌화식, 전시,체험마당, 먹거리장터, 학술행사 등",광명문화원,광명시,광명시의회,0226806223,www.gmcc.or.kr/,,20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000027,행사,행사,구름산예술제,경기도,광명시,4121010200,철산동,4121010200,철산동,412103187038,경기도 광명시 시청로 20,14234,다사438423,37.4790991215825,126.864847534268,시민회관,20170923,20170924,예술전시및행사,예총,광명시,광명시의회,0226806871,,농악대축제(시민운동장),20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000028,행사,행사,"소하도서관 책축제 팔짱, 책을 품다",경기도,광명시,4121010400,소하동,4121010400,소하동,412103187037,경기도 광명시 소하일로 7,14320,다사458386,37.4454588390211,126.887992771261,소하도서관 광장 및 한내천 일대,20160415,20160415,"프리마켓, 책축제, 전시, 공연, 체험",소하도서관 청소년수련관,광명시,없음,0226800926,http://www.gmlib.or.kr/soha,팔짱(청소년수련관),20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000029,행사,행사,농악대축제,경기도,광명시,4121010200,철산동,4121010200,철산동,412103187038,경기도 광명시 시청로 20,14234,다사438423,37.4790991215825,126.864847534268,시민운동장,20181027,20181028,농악행사,농악보존회,광명시,광명시의회,028991664,,,20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000030,행사,행사,구름산예술제,경기도,광명시,4121010300,하안동,4121010300,하안동,412103000022,경기도 광명시 오리로 703,14259,다사443405,37.4625199339073,126.871162585065,시민체육관,20180831,20180902,예술 전시 및 부대행사,한국예총광명지회,광명시,광명시의회,0226806871,,,20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000031,행사,행사,제7회 목감천 친환경 축제,경기도,광명시,4121010100,광명동,4121010100,광명동,412104361025,경기도 광명시 광명로791번길 6,14295,다사424415,37.4710575472475,126.848664004921,우리공원,20190525,20190525,주민자치프로그램 공연 및 목감천 가요제 등,광명6동주민자치위원회 및 유관단체,목감천친환경축제위원회,없음,0226806672,,,20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000032,행사,행사,평생학습도시 선언 20주년 컨퍼런스,경기도,광명시,4121010200,철산동,4121010200,철산동,412104361245,경기도 광명시 오리로854번길 10,14240,다사441418,37.4743690340131,126.868466672165,광명시평생학습원,20191101,20191101,평생학습도시 선언 20주년 컨퍼런스 및 전시,평생학습원,광명시,광명시의회,0226802549,,,20220228,3900000,경기도 광명시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000033,행사,행사,제15회 영양산나물축제,경상북도,영양군,4776025022,영양읍 서부리,4776025022,영양읍,477604751036,경상북도 영양군 영양읍 군청길 37,36537,마바441533,36.6673577350364,129.112684389527,영양군청 일원,20190502,20190505,"판매, 체험, 공연, 부대행사",(재)영양축제관광재단,영양군,,0546806411,yftf.kr,축제 프로그램 등,20220228,5170000,경상북도 영양군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000034,행사,행사,2020 영양고추 H.O.T Festival,서울특별시,중구,1114010300,태평로1가,1114010300,태평로1가,111402005001,서울특별시 중구 세종대로 110,04524,다사538520,37.5663174209601,126.977829174031,서울광장,20190827,20190829,"판매, 체험, 공연, 부대행사",영양군,영양군,"농림축산식품부, 농촌진흥청, 국립농산물품질관리원, 경상북도, KBS, 한국농수산식품유통공사,한국농어촌공사,한국식품연구원,(사)대한민국김치협회,영양고추유통공사,NH농협은행 영양군지부, 영양농협,남영양농협",0546806571,영양군청홈페이지 주소,"고추판매 축제,일정 등",20220228,5170000,경상북도 영양군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000035,행사,행사,김수환추기경 사랑과 나눔 문화축전,경상북도,군위군,4772025021,군위읍 동부리,4772025021,군위읍,477203314001,경상북도 군위군 군위읍 군청로 200,39013,라바963056,36.2432411890697,128.572484640385,삼국유사교육문화회관,20201121,20201121,김수환추기경 뮤지컬공연,매일신문사,매일신문사,"경상북도, 군위군",0543806065,,김수환추기경 사랑과 나눔공원,20220228,5140000,경상북도 군위군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000036,행사,행사,석촌호수벚꽃축제,서울특별시,송파구,1171010100,잠실동,1171010100,잠실동,117103123008,서울특별시 송파구 삼학사로 136,05608,다사644456,37.5090627339529,127.097867814034,석촌호수 일대,20210402,20210411,개막식 벚꽃음악회 벚꽃버스킹 벚꽃조명길 포토존 벚꽃 온라인 체험 등,서울특별시 송파구,서울특별시 송파구,,0221472800,https://www.songpa.go.kr/culture/detailInfo.do?key=3794&resrceCd=CT0155-1000031&,,20220228,3230000,서울특별시 송파구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000037,행사,행사,한성백제문화제,서울특별시,송파구,1171011100,방이동,1171011100,방이동,117103123023,서울특별시 송파구 올림픽로 424,05540,다사660468,37.5203396980951,127.115517876627,올림픽공원 일대,20210929,20211003,역사문화거리행렬 한성백제체험마을 한성백제갈라퍼레이드 개폐막식 등 축하공연 한성백제 성곽돌기 각종 체험행사 등,한성백제문화제추진위원회,서울특별시 송파구,,0221472800,https://www.songpa.go.kr/hanseong/index.do?,,20220228,3230000,서울특별시 송파구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000038,행사,행사,향촌동수제화골목 2018년「빨간구두 이야기」,대구광역시,중구,2711014700,대안동,2711014700,대안동,271104223114,대구광역시 중구 서성로14길 78,41918,라마985645,35.8728473000013,128.591844026938,향촌동수제화골목 일원,20181013,20181014,"무대행사, 체험행사, 부대행사 등",대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구,0536612046,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000039,행사,행사,김광석추모콘서트,대구광역시,중구,2711015700,대봉동,2711015700,대봉동,271104223081,대구광역시 중구 동덕로8길 34-20,41952,라마999631,35.859818804557,128.606621718053,김광석길야외콘서트홀,20190106,20190106,초청가수콘서트,대봉문화마을협의회,대봉문화마을협의회,대구광역시 중구,0536612173,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000040,행사,행사,2019 대구약령시한방문화축제,대구광역시,중구,2711011900,동성로3가,2711011900,동성로3가,271103141002,대구광역시 중구 남성로 61,41935,라마987639,35.8672856150548,128.593346592667,약령시(약전골목) 일원,20190502,20190506,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,대구광역시+대구광역시 중구,문화체육관광부+한국관광공사+대구시 한약협회+대구시 한의사회+한약도매협회 대구시지회+(주)대구시한약재도매시장,0536612178,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000041,행사,행사,대구 문화재 야행,대구광역시,중구,2711013700,남성로,2711013700,남성로,271104223052,대구광역시 중구 달구벌대로415길 49,41934,라마983640,35.8685163598675,128.589908485381,"약령시, 청라언덕",20190823,20190824,"문화(재)시설 오픈하우스, 전시, 공연, 체험, 강좌, 투어 등",대구광역시 중구,대구광역시 중구,문화재청+대구광역시,0536612181,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000042,행사,행사,향촌동수제화골목 2019년「빨간구두 이야기」,대구광역시,중구,2711014700,대안동,2711014700,대안동,271104223114,대구광역시 중구 서성로14길 78,41918,라마985645,35.8728473000013,128.591844026938,향촌동수제화골목 일원,20191019,20191020,"무대행사, 체험행사, 부대행사 등",대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구,0536612046,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000043,행사,행사,제8회 김광석노래부르기,대구광역시,중구,2711015700,대봉동,2711015700,대봉동,271104223081,대구광역시 중구 동덕로8길 34-20,41952,라마999631,35.859818804557,128.606621718053,김광석길야외콘서트홀,20201031,20201031,"전국 규모 김광석 노래경연 대회 개최, 유튜브 라이브 중계",대구문화방송㈜,대구광역시 중구,대구광역시+대구광역시 중구,0536612174,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000044,행사,행사,제31회 동성로축제,대구광역시,중구,2711012300,동성로2가,2711012300,동성로2가,271103141006,대구광역시 중구 동성로 28,41938,라마988641,35.8692105149466,128.595466989424,동성로 야외무대,20201023,20201025,"비대면 온라인 축제 개최,  동성로가요제_댄스대회_먹방대회_패션쇼외 SNS이벤트(부르GO, 춤추GO, 먹GO,입GO 4가지 대회로 구성), 축제기간 동성로 일원 4곳  LED전광판 축제영상 송출",사)달성문화선양회,사)달성문화선양회,대구광역시+대구광역시 중구,0536612174,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000045,행사,행사,제28회 봉산미술제,대구광역시,중구,2711010800,봉산동,2711010800,봉산동,271104223108,대구광역시 중구 봉산문화길 77,41958,라마990635,35.8633972520222,128.59656465903,봉산문화거리,20201009,20201011,"도슨트아트투어(봉산문화거리 화랑 투어), 온라인 VR전시, 온라인 미술작품경매, 코로나19 주제의 어린이 작품 온라인 전시 등",봉산문화협회,봉산문화협회,대구광역시+대구광역시 중구,0536612174,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000046,행사,행사,2020 대구 문화재 야행,대구광역시,중구,2711013700,남성로,2711013700,남성로,271104223052,대구광역시 중구 달구벌대로415길 49,41934,라마983640,35.8685163598675,128.589908485381,"약령시, 청라언덕",20200925,20200926,"청사초롱 야경 투어, 전시행사 및 포토존 운영, 공연 무관중 사전녹화 영상 등 송출",대구광역시 중구,대구광역시 중구,"문화재청, 대구광역시",0536612195,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000047,행사,행사,김광석길페스티벌,대구광역시,중구,2711011700,남일동,2711011700,남일동,271102007001,대구광역시 중구 중앙대로 지하 424,41909,라마987643,35.8709646122443,128.594012924936,김광석길 일원(김광석길야외콘서트홀),20201107,20201108,"대구레코드 페어, 김광석 노래 편곡 오케스트라 공연, 버스킹, 유튜브 라이브중계",방천문화예술협회,방천문화예술협회,대구광역시+대구광역시 중구,0536612174,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000048,행사,행사,향촌동수제화골목 2020년「빨간구두 이야기」,대구광역시,중구,2711014700,대안동,2711014700,대안동,271104223114,대구광역시 중구 서성로14길 78,41918,라마985645,35.8728473000013,128.591844026938,향촌동수제화골목 일원,20201031,20201101,"비대면 온라인 축제 개최, 수제화패션쇼, 행운권 추첨 등",대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구,0536612046,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000049,행사,행사,대구패션주얼리위크,대구광역시,중구,2711012000,동문동,2711012000,동문동,271104223003,대구광역시 중구 경상감영길 176,41913,라마990644,35.8717774370382,128.596686303245,대구 주얼리 특구,20201030,20201031,"비대면 온라인 축제 개최,  주얼리패션쇼, 주얼리경매, 주얼리모델선발대회, 주얼리체험 등",대구패션주얼리위크 조직위원회,대구패션주얼리특구상인회,대구광역시 중구,0536612046,,,20220228,3410000,대구광역시 중구,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000050,행사,행사,제15회 차성문화제,부산광역시,기장군,2671025026,기장읍 대라리,2671025026,기장읍,267103140036,부산광역시 기장군 기장읍 읍내로 120,46065,마라563957,35.2448818739564,129.218314916368,기장중학교 일원,20191012,20191013,"전통문화체험, 차성가 연극 및 공연, 차성가 콘서트 등",차성문화제추진위원회,차성문화제추진위원회,부산광역시 기장군청,0517094062,http://www.gijang.go.kr/tour/index.gijang,,20220228,3400000,부산광역시 기장군,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
KC488PO21N000051,행사,행사,하남이성문화축제,경기도,하남시,4145010600,신장동,4145010600,신장동,414502000019,경기도 하남시 미사대로 710,12941,다사753497,37.5465476528978,127.220501774342,온라인행사,20200927,20201025,가족체험팩 등,하남문화재단,하남문화재단,없음,0317906063,,,20220228,4040000,경기도 하남시,20220228133805,문화체육관광부,KC_488_WNTY_CLTFSTVL_2021,20220228
