ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO20N000011,행사,행사,대금산진달래축제,경상남도,거제시,4831037027,연초면,4831037000,연초면,4.83103E+11,경상남도 거제시 연초면 대금산로 490-84,53210,,,,대금산 중턱,20190406,20190406,대금산에 만개하는 진달래를 배경으로 펼쳐지는 축제,대금산진달래축제추진위원회,대금산진달래축제추진위원회,,055-639-6721,,,20200213,5370000,경상남도 거제시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000012,행사,행사,거제도 국제펭귄수영 축제,경상남도,거제시,4831010700,덕포동,4831056000,옥포2동,4.83105E+11,경상남도 거제시 덕포5길 32-3,53213,,,,덕포해수욕장,20180120,20180120,겨울의 깨끗하고 푸른 바다에 뛰어드는 젊음과 낭만. 그 속에서 피어나는 우정과 사랑/ 행복을 만드는 특별한 축제,거제도국제펭귄수영축제위원회,거제도국제펭귄수영축제위원회,,055-639-6861,,,20200213,5370000,경상남도 거제시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000013,행사,행사,신년해맞이행사,경상남도,거제시,4831010200,장승포동,,,483104811209,경상남도 거제시 마전1길 91 (장승포동),53325,,,,장승포 몽돌개,20200101,20200101,한 해의 무사안녕을 기원하고 새해 아침 첫 해돋이를 맞이하기 위한 축제,신년맞이행사 추진위원회,신년맞이행사 추진위원회,,055-639-6751,,,20200213,5370000,경상남도 거제시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000014,행사,행사,코로나19에 따른 축제 일체 잠정 중단,대구광역시,동구,2714011600,동호동,,,271403000052,대구광역시 동구 경안로 700 (동호동),41085,마마096638,35.86471972,128.7142948,금호강 둔치,20200101,20201130,코로나19에 따른 잠점 중단,대구동구청,대구동구청,,053-662-2465,http://ansim100in.com/,,20200417,3420000,대구광역시 동구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000015,행사,행사,송년불꽃축제,경상남도,거제시,4831010200,장승포동,4831051000,장승포동,483103337039,경상남도 거제시 장승로 138 (장승포동),53322,마라119530,34.8663093,128.7246401,장승포항 일원,20191231,20191231,송년불꽃축제는 한 해를 마무리하는 시점에서 관광객에게 볼거리를 제공하기 위한 연말연시 축제의 한마당. 축하공연과 더불어 화려하게 하늘을 수놓은 불꽃연출은 한 해를 보내는 아쉬움과 새해를 맞이하는 희망과 설레임으로 잊지못할 추억을 선사.,2019 송년불꽃축제 추진위원회,경상남도 거제시 문화예술과,,055-639-6751,,,20200213,5370000,경상남도 거제시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000016,행사,행사,춘천마임축제,강원도,춘천시,4211011200,효자동,4211062000,효자1동,421103218037,강원도 춘천시 춘천로 112 (효자동),24336,라사200859,37.87309646,127.7278377,"중앙로로터리, 수변공원 등",20190526,20190602,"마임공연, 아水라장, 도깨비난장 등",(사)춘천마임축제,(사)춘천마임축제,춘천시,033-242-0585,http://www.mimefestival.com,,20190830,4180000,강원도 춘천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000017,행사,행사,정월대보름축제,강원도,춘천시,4211012300,퇴계동,4211066000,퇴계동,421103218041,강원도 춘천시 퇴계농공로 40 (퇴계동),24420,라사214833,37.849584,127.7436448,공지천야외무대,20190219,20190302,"길놀이, 취타대, 공연, 달집태우기 등",춘천문화원,춘천문화원,춘천시,033-254-5105,http://www.ccmunhwa.or.kr,,20190830,4180000,강원도 춘천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000018,행사,행사,주안미디어문화축제,인천광역시,미추홀구,2817710500,주안동,2817762000,주안1동,2.81773E+11,인천광역시 미추홀구 경인로 351,22139,다사274402,37.458746,126.679586,옛시민회관 쉼터 등 미추홀구 전역,20200918,20200920,미추홀의 특색있는 문화자원과 미디어 분야의 융합 콘텐츠를 만날 수 있는 축제 프로그램,인천광역시 미추홀구,인천광역시 미추홀구,,032-880-7978,http://michu.incheon.kr/home/index.asp,,20200319,3510500,인천광역시 미추홀구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000019,행사,행사,춘천가족음악축제,강원도,춘천시,4211012100,온의동,4211067500,강남동,421104454247,강원도 춘천시 방송길 109 (온의동),24363,라사194853,37.86760654,127.7216035,공지천야외무대,20190921,20190922,가수공연,KBS춘천방송총국,KBS춘천방송총국,춘천시,033-254-0906,http://program.kbs.co.kr/1tv/local/allthatmusic/pc/,,20190830,4180000,강원도 춘천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000020,행사,행사,김유정문학제,강원도,춘천시,4211033024,신동면,4211033000,신동면,421103218006,강원도 춘천시 신동면 김유정로 1430-14,24412,라사191798,37.81831318,127.717698,김유정문학촌,20191001,20191008,"김유정문학상 시상식, 이야기대회, 민속놀이, 초청공연 등",(사)김유정기념사업회,(사)김유정기념사업회,춘천시,033-261-4650,http://www.kimyoujeong.or.kr,,20190830,4180000,강원도 춘천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000021,행사,행사,옹진군 해넘이 및 제야의 밤,인천광역시,옹진군,2872031024,북도면,,,287203158035,인천광역시 옹진군 북도면 장봉로 193,23112,다사003484,37.53014696,126.372272,옹암해변,20191231,20200101,공연 및 불꽃놀이 개최,옹진군,옹진군,,,,,20200113,3580000,인천광역시 옹진군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000022,행사,행사,국사봉 해맞이행사,인천광역시,옹진군,2872036022,영흥면,2872036000,영흥면,2.87204E+11,인천광역시 옹진군 영흥면 영흥북로231번길 3,23118,다사107195,37.27012096,126.4931449,영흥면 일원,20191231,20200101,지역주민화합과 관광객유치를 위한 해맞이행사,영흥면내6리 개발위원회,옹진군,,032-899-3814,http://www.ongjin.go.kr/township/index.asp?dept_idx=15,,20200113,3580000,인천광역시 옹진군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000023,행사,행사,거제학동몽돌해변 불꽃축제,경상남도,거제시,4831032028,동부면,,,483102006004,경상남도 거제시 동부면 거제대로 946,53332,마라043428,34.77438469,128.6408652,학동흑진주몽돌해변,20191019,20191019,우수한 관광자원이 몽돌을 소재로 전국적으로 특색 있고/ 차별화된 축제를 통하여 우리 시의 인지도 향상 및 볼거리 등으로 체험형 문화관광 축제,경상남도 거제시 동부면,경상남도 거제시 동부면,,055-639-6511,,,20200213,5370000,경상남도 거제시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000024,행사,행사,거제맥주축제,경상남도,거제시,4831010200,장승포동,4831051000,장승포동,4.83103E+11,경상남도 거제시 장승로 146-13,53320,,,,장승포 수변공원,20190827,20190831,"음악공연, 즉석 댄스 등 경연, 이벤트 및 각종 퍼포먼스",거제맥주축제추진위원회,거제맥주축제추진위원회,,055-639-3373,,,20200213,5370000,경상남도 거제시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000025,행사,행사,제27회 용문산 영목제,경기도,양평군,4183040033,용문면,4183040000,용문면,418303217020,경기도 양평군 용문면 용문산로 655,12510,라사072496,37.5461701,127.5821614,용문산관광지내,20191012,20191012,"산신제, 헌주제, 기원제",양평문화원,용문분원,양평군,031-774-3866,,,20190920,4170000,경기도 양평군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000026,행사,행사,간절곶해맞이,울산광역시,울주군,3171031025,서생면,3171031000,서생면,317104319012,울산광역시 울주군 서생면 간절곶1길 39-2,45015,마마690086,35.35903711,129.3606753,간절곶공원,20191231,20200101,"해넘이 전야제, 해맞이행사","울주문화원,울산문화방송",울주군,울산광역시,,http://ganjeolgot.ulju.ulsan.kr/gan2014/,,20191209,3730000,울산광역시 울주군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000027,행사,행사,울주세계산악영화제,울산광역시,울주군,3171038034,상북면,3171038000,상북면,317104853469,울산광역시 울주군 상북면 알프스온천5길 103-8,44952,마마420300,35.556348,129.067604,영남알프스 복합웰컴센터 일원,20200403,20200407,"클라이밍, 모험과 탐험 등 7개 섹션으로 구성한 40개국 150편의 영화상영과 힐링트래킹, 클라이밍, 파쿠르, 영남알프스 VR 체험 등 다양한 참여행사와 공연ㆍ전시 행사 등을 통해 관람객에게 차별화된 볼거리를 제공",울산광역시 울주군,사단법인 울주세계산악영화제,울산광역시 울주군의회,052-248-6451,http://www.umff.kr,,20191209,3730000,울산광역시 울주군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000028,행사,행사,우시산국축제,울산광역시,울주군,3171034021,웅촌면,3171034000,웅촌면,3.17104E+11,울산광역시 울주군 웅촌면 새초천길 85,44966,마마555199,35.463038,129.213965,회야강 아리소 일원,20200406,20200407,농경문화생활과 창작예술문화 체험,우시산국축제추진위원회,우시산국축제추진위원회,"울산광역시 울주군, 울산광역시 울주군의회, 웅촌지역사회단체, 선갤러리문화관, 웅촌예술인협회",,,,20191209,3730000,울산광역시 울주군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000029,행사,행사,제2회 비아마을 큰잔치,광주광역시,광산구,2920011200,비아동,2920062000,비아동,292003163013,광주광역시 광산구 비아중앙로 23-6 (비아동),62238,다라385919,35.2210952,126.8244895,비아동 공영주차장,20171021,20171021,"문화공연, 주민장기자랑, 체험 및 먹거리 부스운영 등",비아마을 축제 추진위원회,광주광역시 광산구 비아동,,,,,20190101,3630000,광주광역시 광산구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000030,행사,행사,첨단1동 마을축제,광주광역시,광산구,2920011600,쌍암동,2920062400,첨단1동,292004289616,광주광역시 광산구 첨단중앙로182번길 39 (쌍암동),62274,다라403920,35.222211,126.8443276,쌍암공원,20171014,20171014,"중고장터, 마을운동회, 문화공연, 버스킹, 체험행사 등",첨단1동주민자치위원회,광주광역시 광산구 첨단1동,,,,,20190101,3630000,광주광역시 광산구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000031,행사,행사,광산우리밀축제,광주광역시,광산구,2920011100,박호동,2920056500,어룡동,292003163010,광주광역시 광산구 박호등임로 95 (박호동),62398,다라307855,35.1631672,126.7399623,송산유원지,20170526,20170528,국산밀 홍보,광산우리밀축제추진위원회,광주광역시 광산구청,,062-960-8493,http://www.gswoorimil.kr,,20190101,3630000,광주광역시 광산구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000032,행사,행사,제5회 광산구 세계음식문화축제,광주광역시,광산구,2920012300,장덕동,2920063700,수완동,292004289583,광주광역시 광산구 장신로82번길 57 (장덕동),62225,다라381882,35.1880553,126.8201971,수완호수공원,20170521,20170521,"기념식, 세계음식체험, 문화다양성 체험부스, 무지개나눔장터, 문화공연 등",광산구건강가정·다문화가족지원센터,"광산구, 광주문화재단",,,,,20190101,3630000,광주광역시 광산구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000033,행사,행사,봉숫골 꽃나들이 축제,경상남도,통영시,4822011700,도남동,,,482203333003,경상남도 통영시 도남로 185 (도남동),53074,라라845487,34.82960109,128.4243196,용화사광장~용화 사거리,20200328,20200329,"고유제, 길놀이, 꽃나들이 퍼포먼스, 아동사생대회 등",봉숫골벚꽃축제위원장,"통영시, 봉평동","봉평동 전기관, 단체",055-650-3851,,,20200206,5330000,경상남도 통영시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000034,행사,행사,통영한산대첩축제,경상남도,통영시,4822011700,도남동,4822067000,봉평동,4.82203E+11,경상남도 통영시 도남로 296-1,53079,라라853482,34.82567453,128.4334058,"도남관광단지, 한산앞바다 등 통영시 일원",20200811,20200815,"이순신장군 행렬 및 군점, 한산대첩 재현, 이순신 워터파크, 드론 라이트쇼",(재)한산대첩기념사업회,통영시,"문화체육관광부, 경상남도, 한국관광공사, 해군본부",055-644-5222,http://www.hansanf.org,,20200206,5330000,경상남도 통영시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000035,행사,행사,한산도 바다체험축제,경상남도,통영시,4822036025,한산면,4822036000,한산면,4.82205E+11,경상남도 통영시 한산면 봉암1길 205-8,53093,라라924410,34.75930638,128.5100671,한산면 추봉리 봉암마을,20200620,20200621,"식전행사, 개막식, 맨손고기잡기, 바다보물찾기, 바지락캐기, 오션가약, 수상자전거, 대나무낚시체험, 후리그물고기잡이, 요트체험 등 각종 부대행사",한산면주민자치위원회,"통영시, 한산면",한산면 전 기관.단체,055-650-3600,,,20200206,5330000,경상남도 통영시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000036,행사,행사,2019 고양호수예술축제,경기도,고양시 일산동구,4128510400,장항동,4128559000,장항2동,412853192096,경기도 고양시 일산동구 호수로 595 (장항동),10400,다사355618,37.65384593,126.7687814,고양시 호수공원 및인근거리,20191003,20191006,국내외 거리예술공연 및 시민참여프로그램,고양문화재단,고양시,,031-960-9682,http://www.gylaf.kr,,20191205,3940000,경기도 고양시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000037,행사,행사,2019 고양행주문화제,경기도,고양시 덕양구,4128112600,행주외동,4128163000,행주동,412814376308,경기도 고양시 덕양구 행주로15번길 89 (행주외동),10440,다사405553,37.59564085,126.8268514,행주산성+역사공원 일원,20190525,20190526,고유례+전통놀이한마당+행주투석전+뮤지컬행주대첩+시민참여문화체험 등,"고양문화재단, 고양문화원",고양시,,031-960-9683,http://www.hjfestival.or.kr,,20191205,3940000,경기도 고양시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000038,행사,행사,노루목 봄 페스티벌 <ㅍㅍㅍ페스티벌>,경기도,고양시 일산동구,4128510500,마두동,4128556000,마두1동,412853192094,경기도 고양시 일산동구 중앙로 1286 (마두동),10409,다사360626,37.66148641,126.7744561,고양아람누리 노루목야외극장,20190525,20190526,야외 콘서트,고양문화재단+페이지터너,고양문화재단+페이지터너,,02-337-9966,http://www.artgy.or.kr/PF/PF0201V.aspx?showid=0000005461,,20191205,3940000,경기도 고양시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000039,행사,행사,신바람난 뮤지엄 페스티벌,경기도,고양시 덕양구,4128112300,화정동,4128162200,화정2동,412813192088,경기도 고양시 덕양구 화중로 26 (화정동),10503,다사409591,37.62946909,126.8309509,고양어린이박물관,20190504,20190505,축하공연+문화체험+어드벤처 놀이터+가족 피크닉,고양어린이박물관,고양어린이박물관,,031-839-0300,http://goyangcm.or.kr/program/Special_event/index.asp?no=13&mode=view&IDX=1997&p=1,,20191205,3940000,경기도 고양시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000040,행사,행사,2018 안산 김홍도축제,경기도,안산시 단원구,4127310700,초지동,4127357000,초지동,412733191020,경기도 안산시 단원구 동산로 268 (초지동),15385,다사392254,37.325674,126.813771,화랑유원지,20181012,20181014,"김홍도마을 재현, 김홍도 마당극, 사생대회 등",안산시,안산시,"문화체육관광부, 한국관광공사, 경기관광공사, 경기도안산교육지원청, (사)한국미술협회, (사)안산시관광협의회 등",031-481-3059,https://tourinfo.ansan.go.kr/main.do,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000041,행사,행사,안산사이언스밸리(ASV) 과학축제,경기도,안산시 상록구,4127110300,사동,4127153700,해양동,412713190074,경기도 안산시 상록구 한양대학로 55 (사동),15588,다사410223,37.298004,126.834393,한양대 ERICA,20181020,20181021,"과학기술체험 부스 운영, 드론페스티벌 등","경기TP, 안산청소년수련관, 한양대 ERICA",안산시,,031-481-3517,,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000042,행사,행사,제11주년 세계인의 날 기념행사,경기도,안산시 단원구,4127310700,초지동,4127357000,초지동,412733191020,경기도 안산시 단원구 동산로 268 (초지동),15385,다사392254,37.325674,126.813771,안산화랑유원지,20181104,20181104,"기념식, 문화 및 각종 부대행사",안산시,안산시,한국가스공사,031-481-3298,,원곡동 다문화거리,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000043,행사,행사,제15회 창녕낙동강유채축제,경상남도,창녕군,4874025321,남지읍,,,487403341050,경상남도 창녕군 남지읍 낙동로 483,50359,라마887108,35.389081,128.477232,남지읍 남지체육공원 일원,20190409,20190412,"개막식, 유채꽃 라디엔티어링, 낙동강 유채가요제, 낙동강 용왕대제, 유채축제 미술대회",사)창녕낙동강유채축제위원회,창녕군,,055-526-1331,,,20200306,5410000,경상남도 창녕군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000044,행사,행사,안산국제거리극축제,경기도,안산시 단원구,4127310100,고잔동,4127353500,호수동,412732190001,경기도 안산시 단원구 광덕대로 157 (고잔동),15471,다사406237,37.310742,126.829822,안산문화광장 및 안산시 일대,20190504,20190506,순수예술축제,안산시,안산문화재단,"문화체육관광부, 경기관광공사, 한국문화예술위원회, 한국지역진흥재단",031-481-0531,http://www.ansanfset.com,"화랑유원지,",20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000045,행사,행사,별빛달빛놀이터,경기도,안산시 단원구,4127310700,초지동,4127357000,초지동,412733191087,경기도 안산시 단원구 화정천서로 369 (초지동),15385,다사394259,37.330422,126.816788,단원청소년수련관,20190517,20190517,"버스킹 공연, 벼룩시장, 먹거리 야시장 등",안산시,안산시청소년재단 단원청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000046,행사,행사,청소년의달 기념행사 <열정유>,경기도,안산시 단원구,4127310700,초지동,4127357000,초지동,412733191087,경기도 안산시 단원구 화정천서로 369 (초지동),15385,다사394259,37.330422,126.816788,단원청소년수련관,20190519,20190519,"안산시청소년들을 위한 축제(공연,체험 등)",안산시,안산시청소년재단 상록청소년수련관,,031-412-1761,www.ansanyouth.or.kr,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000047,행사,행사,악양대봉감축제,경상남도,하동군,4885032034,악양면,,,488502000027,경상남도 하동군 악양면 섬진강대로 3145-2,52307,라라174823,35.13592935,127.6914855,하동군 악양면 평사리 일원,20200101,20201231,대봉감축제,악양면청년회,악양면청년회,,,,,20200310,5440000,경상남도 하동군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000048,행사,행사,거제 대구수산물 축제,경상남도,거제시,4831039029,장목면,4831039000,장목면,4.83105E+11,경상남도 거제시 장목면 외포5길 40,53202,,,,외포항 일원,20191221,20191222,외포항 일원/ 볼거리/ 먹거리/ 즐길거리가 풍성 ''''''''''''''''속까지 확 풀어주는 거제대구/ 억수로 재미있는 외포바다체험'''''''''''''''',거제대구수산물축제추진위원회,거제대구수산물추진위원회,,055-639-4273,,,20200213,5370000,경상남도 거제시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000049,행사,행사,거제 섬꽃축제,경상남도,거제시,4831034026,거제면,4831034000,거제면,483103337003,경상남도 거제시 거제면 거제남서로 3577,53285,라라986518,34.85656738,128.579596,거제시 농업개발원,20191026,20191103,가을국화꽃 전시/ 국화작품전시/ 꽃동산 전시/ 첨단농업전시/ 국화전배전시 및 농특산물 홍보 판매 등 다양한 전시 및 행사,경상남도 거제시 농업개발과,경상남도 거제시 농업개발과,,055-639-6443,,,20200213,5370000,경상남도 거제시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000050,행사,행사,금호강 바람소리길 축제,대구광역시,북구,2723011100,산격동,2723062000,산격2동,2.72304E+11,대구광역시 북구 연암로42길 61,41502,라마993683,35.90663896,128.6005355,금호강변(산격대교 하단 둔치),20190928,20190929,"테마공연, 체험형 메인프로그램,수상프로그램,어린이체험프로그램,지역복지박람회 등",북구청 문화예술과,(재)행복북구문화재단,,,,,20200201,3450000,대구광역시 북구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000051,행사,행사,대구국제패션문화페스티벌,대구광역시,북구,2723010600,침산동,2723056000,침산2동,272303145054,대구광역시 북구 호암로 51 (침산동),41585,라마989657,35.88368816,128.5959763,대구삼성창조캠퍼스,20191012,20191014,"국제문화패션쇼, 섬유패션 파사드 전시, 미디어 퍼포먼스 공연",한국패션산업연구원,"문화체육관광부, 대구광역시",,053-626-5523,http://www.difacul.com,,20190625,6270000,대구광역시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
