ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO19N000011,행사,행사,도봉서원 춘·추향제,서울특별시,도봉구,1132010800,도봉동,1132052100,도봉제1동,113204127198,서울특별시 도봉구 도봉산길 87,01300,다사587651,37.6853826,127.0325089,도봉서원,20150428,20151022,"""분향례, 전폐례, 초헌례, 아헌례, 종헌례, 음복례 등 제례, 추모음악회""",서울특별시 도봉구청,"""서울특별시 도봉구청,(사)도봉서원""",,02-905-4026,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000012,행사,행사,도봉산 산사축제,서울특별시,도봉구,1132010800,도봉동,1132052100,도봉제1동,113204127198,서울특별시 도봉구 도봉산길 87,01300,다사589653,37.6864694,127.033968,도봉산 일대,20151002,20151003,"""산사음악회, 영산재, 사찰음식전 등""",서울특별시 도봉구청,서울특별시 도봉구청,,02-905-4026,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000013,행사,행사,도봉구민 건강축제,서울특별시,도봉구,1132010600,방학동,1132069000,방학제1동,113203109006,서울특별시 도봉구 마들로 656,01331,다사600633,37.6686287,127.0470496,"""도봉구청, 중랑천변""",20151016,20151017,"""도봉구민 걷기대회, 장애체험, 가상음주체험, 유방암검진, 신장초음파 검사, 건강관련 패널전시, 건강강좌 등""",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-4422,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000014,행사,행사,도봉 과학축전,서울특별시,도봉구,1132010600,방학동,1132069000,방학제1동,113203109006,서울특별시 도봉구 마들로 656,01331,다사600633,37.6686287,127.0470496,"""도봉구청 로비, 아뜨리움, 대강당, 광장 등""",20151023,20151028,과학 체험· 전시·교육·이벤트 마당 등,서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2316,http://science.dobong.go.kr,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000015,행사,행사,도봉구 등축제,서울특별시,도봉구,1132010600,방학동,1132069000,방학제1동,113204127135,서울특별시 도봉구 도봉로143길 70,01390,다사592625,37.6617028,127.0382005,우이천,20150911,20150930,"""둘리와 친구들과 어우러지는 범선, 동물친구들 등과 추석을 앞두고 있어 전통춤 시리즈로 구성하여 등 전시""",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2254,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000016,행사,행사,정의공주와 함께 하는 도봉 한글잔치,서울특별시,도봉구,1132010600,방학동,1132070000,방학제2동,113204127075,서울특별시 도봉구 도당로13마길 5,01358,다사588631,37.666670,127.033750,방학동 원당샘공원,20151009,20151009,"""문화예술공연, 백일장 및 사생대회, 전통놀이체험 등""",서울특별시 도봉구청,"""서울특별시 도봉구청, 도봉문화원""",,02-905-4026,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000017,행사,행사,정월대보름 큰잔치,서울특별시,도봉구,1132010800,도봉동,1132052200,도봉제2동,113203109006,서울특별시 도봉구 마들로 684-20,01330,다사601635,37.6707774,127.0483768,"""도봉구청 광장, 중랑천변""",20150305,20150305,"""길놀이, 풍물놀이, 소원지 붙이기, 달집태우기, 민속놀이 체험마당,청소년 동아리 프로그램 공연 및 솟대외줄타기 공연""",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2254,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000018,행사,행사,도봉서원 춘·추향제,서울특별시,도봉구,1132010800,도봉동,1132052100,도봉제1동,113204127198,서울특별시 도봉구 도봉산길 87,01300,다사587651,37.6853826,127.0325089,도봉서원,20150428,20151022,"""분향례, 전폐례, 초헌례, 아헌례, 종헌례, 음복례 등 제례, 추모음악회""",서울특별시 도봉구청,"""서울특별시 도봉구청,(사)도봉서원""",,02-905-4026,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000019,행사,행사,도봉산 산사축제,서울특별시,도봉구,1132010800,도봉동,1132052100,도봉제1동,113204127198,서울특별시 도봉구 도봉산길 87,01300,다사589653,37.6864694,127.033968,도봉산 일대,20151002,20151003,"""산사음악회, 영산재, 사찰음식전 등""",서울특별시 도봉구청,서울특별시 도봉구청,,02-905-4026,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000020,행사,행사,도봉구민 건강축제,서울특별시,도봉구,1132010600,방학동,1132069000,방학제1동,113203109006,서울특별시 도봉구 마들로 656,01331,다사600633,37.6686287,127.0470496,"""도봉구청, 중랑천변""",20151016,20151017,"""도봉구민 걷기대회, 장애체험, 가상음주체험, 유방암검진, 신장초음파 검사, 건강관련 패널전시, 건강강좌 등""",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-4422,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000021,행사,행사,도봉 과학축전,서울특별시,도봉구,1132010600,방학동,1132069000,방학제1동,113203109006,서울특별시 도봉구 마들로 656,01331,다사600633,37.6686287,127.0470496,"""도봉구청 로비, 아뜨리움, 대강당, 광장 등""",20151023,20151028,과학 체험· 전시·교육·이벤트 마당 등,서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2316,http://science.dobong.go.kr,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000022,행사,행사,도봉구 등축제,서울특별시,도봉구,1132010600,방학동,1132069000,방학제1동,113204127135,서울특별시 도봉구 도봉로143길 70,01390,다사592625,37.6617028,127.0382005,우이천,20150911,20150930,"""둘리와 친구들과 어우러지는 범선, 동물친구들 등과 추석을 앞두고 있어 전통춤 시리즈로 구성하여 등 전시""",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2254,,,20180501,3090000,서울특별시 도봉구,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000023,행사,행사,청원생명축제,충청북도,청주시 청원구,4311425347,오창읍,4311425300,오창읍,431143257075,충청북도 청주시 청원구 오창읍 미래지로 99,28107,다바917594,36.7330755,127.407385,오창미래지 테마공원,20181005,20181014,친환경 농축산물 축제,청원생명축제추진위,청주시,"""농림축산식품부, 충청북도, 충청북도교육청""",043-201-2092,http://bio.cheongju.go.kr,,20180809,5710000,충청북도 청주시,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000025,행사,행사,홍길동축제,전라남도,장성군,4688036028,황룡면,4688036000,황룡면,468803299056,전라남도 장성군 황룡면 홍길동로 445-12,57223,다마297029,35.320062,126.727118,"""홍길동테마파크,공설운동장""",20170422,20170430,"""공연,체험,전시행사 등""",장성군축제위원회,전라남도 장성군,"""전라남도,한국관광공사""",061-390-7242,http://tour.jangseong.go.kr,"""필암서원,축령산""",20180514,4980000,전라남도 장성군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000026,행사,행사,백양단풍축제,전라남도,장성군,4688040025,북하면,4688040000,북하면,468803299016,전라남도 장성군 북하면 백양로 1239,57205,다마440162,35.440252,126.883232,"""백암산,백양사일원""",20171027,20171029,"""공연,체험,전시행사 등""",장성군축제위원회,전라남도 장성군,"""전라남도,한국관광공사""",061-390-7242,http://tour.jangseong.go.kr,"""장성호관광지, 백양사""",20180514,4980000,전라남도 장성군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000027,행사,행사,고로쇠축제,전라남도,장성군,4688040025,북하면,4688040000,북하면,468803299016,전라남도 장성군 북하면 백양로 1239,57205,다마440162,35.440252,126.883232,북하면 가인마을,20170318,20170319,"""공연,체험,전시행사 등""",고로쇠축제추진위원회,고로쇠축제추진위원회,,061-390-7242,http://tour.jangseong.go.kr,"""장성호관광지, 백양사""",20180514,4980000,전라남도 장성군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000028,행사,행사,산소축제,전라남도,장성군,4688037023,서삼면,4688037000,서삼면,468804697123,전라남도 장성군 서삼면 모암길 153-99,57231,다마315087,35.372009,126.746613,축령산조림성공지 일원(모암리 소재),20170916,20170917,"""공연,체험,전시행사 등""",장성축령산편백산소축제추진위원회,장성축령산편백산소축제추진위원회,,061-390-7242,http://tour.jangseong.go.kr,"""홍길동테마파크, 필암서원""",20180514,4980000,전라남도 장성군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000029,행사,행사,단감축제,전라남도,장성군,4688032023,남면,4688032000,남면,468804697336,전라남도 장성군 남면 자풍길 26-4,57250,다라337954,35.252498,126.771304,남면 자풍마을,20171104,20171104,"""체험, 전시행사 등""",비나리마을축제추진위원회,비나리마을축제추진위원회,,061-390-7242,http://tour.jangseong.go.kr,"""단감시식, 판매, 수확체험""",20180514,4980000,전라남도 장성군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000030,행사,행사,장성가을 노란꽃잔치,전라남도,함평군,4686032021,신광면,4686032000,신광면,468603297010,전라남도 함평군 신광면 일강로 700-74,57103,다라056879,35.182511,126.463925,장성읍 황룡강 일원(공설운동장),20171013,20171029,"""공연,체험,전시행사 등""",장성군축제위원회,전라남도 장성군,,061-390-7380,http://tour.jangseong.go.kr,"""황룡강, 옐로우시티""",20180514,4980000,전라남도 장성군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000031,행사,행사,제22회 무안연꽃축제,전라남도,무안군,4684025331,일로읍,4684025300,일로읍,468403296012,전라남도 무안군 일로읍 백련로 333,58571,다라113521,34.860212,126.530051,회산백련지 일원,20180809,20180812,"""i-쿨존(얼음나라), 연자방 소방등 달기, 백련 가래떡 나눔잔치, 연꽃달빛 소망연등 퍼레이드, 연꽃방죽 AR 보물찾기, 연꽃얼음물길 체험 등""",무안군,무안군,,061-450-5472,http://tour.muan.go.kr/,,20180615,4950000,전라남도 무안군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000032,행사,행사,2018 무안황토갯벌축제,전라남도,무안군,4684036021,해제면,4684036000,해제면,468404688302,전라남도 무안군 해제면 용산길 140,58504,나라935793,35.103769,126.332198,무안황토갯벌랜드 일원,20180907,20180909,"""풍요깃발퍼레이드, 농게·낙지·운저리잡기 체험 등""",무안군,무안군,,061-450-5472,http://tour.muan.go.kr/,,20180615,4950000,전라남도 무안군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000033,행사,행사,파주북소리2019,경기도,파주시,4148011500,문발동,4148054000,교하동,414804418895,경기도 파주시 회동길 145,10881,다사283679,37.7084828593,126.6867920691,파주출판도시 일원,20191102,20191106,"개막식, 아트북 전시, 책만들기 체험, 기획전시, 독서동아리대상, 강연, 공연, 북토크 등",출판도시문화재단,"파주시,출판도시문화재단",,031-955-0050,http://www.pajubooksori.kr,,20190909,4060000,경기도 파주시,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000034,행사,행사,제32회 율곡문화제,경기도,파주시,4148025624,법원읍,4148025600,법원읍,414803206069,경기도 파주시 법원읍 자운서원로 184,10825,다사446851,37.8642710,126.8709074,파주 이이유적,20191012,20191013,"제향, 유가행렬,음악회,불꽃축제, 각종 공연 및 체험행사 등",파주문화원,파주시,"경기도교육청,경기도파주교육지원청",031-940-4352,http://tour.paju.go.kr,,20190909,4060000,경기도 파주시,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000035,행사,행사,헤이리 아트페스티벌,경기도,파주시,4148032022,탄현면,4148032000,탄현면,414804418865,경기도 파주시 탄현면 헤이리마을길 70-21,10859,다사295768,37.7883176,126.6996301,헤이리 문화지구 일원,20181006,20181014,"전시,공연,참여형 행사 등",헤이리예술마을 예술위원회,"파주시,사단법인 헤이리",,031-946-8551,http://heyri.net,,20190909,4060000,경기도 파주시,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000036,행사,행사,제15회 파주개성인삼축제,경기도,파주시,4148025026,문산읍,4148025000,문산읍,414803206068,경기도 파주시 문산읍 임진각로 177,10808,다사331879,37.8893177,126.7400657,임진각 광장,20191019,20191020,"파주개성인삼 전시 및 판매, 농특산물 홍보 및 판매, 각종 공연 및 체험행사 등",파주개성인삼추진위원회,파주시,,031-940-5282,http://tour.paju.go.kr,,20190909,4060000,경기도 파주시,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000037,행사,행사,제23회 파주장단콩축제,경기도,파주시,4148025026,문산읍,4148025000,문산읍,414803206068,경기도 파주시 문산읍 임진각로 177,10808,다사331879,37.8893177,126.7400657,임진각 광장,20191122,20191124,"파주장단콩 전시 및 판매, 농특산물 홍보 및 판매, 각종 공연 및 체험행사 등",파주장단콩추진위원회,파주시,,031-940-5281,http://tour.paju.go.kr,,20190909,4060000,경기도 파주시,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000038,행사,행사,2019 예천세계활축제,경상북도,예천군,4790025025,예천읍,4790025000,예천읍,479003307052,경상북도 예천군 예천읍 충효로 234-19,36830,라바850504,36.648225,128.451784,한천체육공원,20191018,20191020,"활전시, 활체험프로그램 운영, 기타 공연 등",예천세계활축제추진위원회,예천군,"경상북도, 대한궁도협회, 대한양궁협회, NH농협은행 예천군지부",054-650-6032,www.ywaf.kr,,20190917,5230000,경상북도 예천군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000039,행사,행사,부여서동연꽃축제,충청남도,부여군,4476025028,부여읍,4476025000,부여읍,447603259018,충청남도 부여군 부여읍 궁남로 52,33165,다바473084,36.2714589096,126.913690793,서동공원,20180706,20180715,"연꽃과 서동선화의 사랑이야기를 담은 각종 전시, 공연, 체험 등",부여서동연꽃축제추진위원회,부여군,"문화체육관광부,충청남도,한국관광공사,한국지역진흥재단",041-830-2211,www.부여서동연꽃축제.kr,,20181001,4570000,충청남도 부여군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000040,행사,행사,백제문화제,충청남도,부여군,4476025028,부여읍,4476025000,부여읍,447603259175,충청남도 부여군 부여읍 정림로 83,33150,다바472092,36.2790247302,126.912881085,정림사지 박물관 일원,20180914,20180922,사비 백제 역사를 담은 문화제,충청남도+부여군+공주시,(재)백제문화제추진위원회,한국관광공사,041-830-2211,http://www.baekje.org/html/kr/,,20181001,4570000,충청남도 부여군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000041,행사,행사,달맞이축제,경상북도,울릉군,4794025024,울릉읍,4794025000,울릉읍,479404778013,경상북도 울릉군 울릉읍 도동2길 66,40222,사사011482,37.48430421,130.9056438274,울릉문화예술체험장,20190219,20190219,"달집태우기, 풍물패공연, 소원소지 적기, 민속놀이 등",장흥달맞이놀이마당추진위원회,울릉군,-,,http://www.ulleung.go.kr/tour/,우리 전통문화를 선양하고 사라져가는 세시풍습을 재현하여 민속축제로 승화,20190930,5260000,경상북도 울릉군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000042,행사,행사,울릉해변가요제,경상북도,울릉군,4794025024,울릉읍,4794025000,울릉읍,479404778013,경상북도 울릉군 울릉읍 도동2길 66,40222,사사011482,37.48430421,130.9056438274,저동항,20190802,20190803,"군민가요제, 불꽃놀이",(사)울릉청년단,울릉군,-,054-791-4116,http://www.ulleung.go.kr/tour/,주민과 관광객들의 만남의 장으로 한여름밤의 낭만을 즐길 수 있는 행사,20190930,5260000,경상북도 울릉군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000043,행사,행사,오징어축제,경상북도,울릉군,4794025024,울릉읍,4794025000,울릉읍,479404778013,경상북도 울릉군 울릉읍 도동2길 66,40222,사사011482,37.48430421,130.9056438274,저동항(울릉군전역),20190805,20190807,"오징어 맨손잡기, 수중 보물찾기, 바다 미꾸라지잡기, 해변몽돌쌓기, 오징어 요리경연 등",오징어축제추진위원회,울릉군,"경상북도, 관내 기관 및 사회단체",054-790-6425,http://www.ulleung.go.kr/tour/,"울릉도의 비경을 배경으로 푸른 동해 바다에서 오징어를 잡아보고,오징어 건조과정을 체험하면서 각종 오징어요리를 즐길 수 있는 행사",20190930,5260000,경상북도 울릉군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000044,행사,행사,우산문화제,경상북도,울릉군,4794025024,울릉읍,4794025000,울릉읍,479404778037,경상북도 울릉군 울릉읍 약수터길 48,40225,사사008481,37.48343755,130.9020734290,도동항,20200917,20200918,"개막축하행사전통민속놀이, 체험행사 등",울릉문화원,울릉군,-,054-791-0245,http://www.ulleungu.co.kr,울릉도 개척 정신을 기리고 울릉이 문화의 고장임을 널리 소개,20190930,5260000,경상북도 울릉군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000045,행사,행사,제37회 고성군민의 날 및 수성문화제,강원도,고성군,4282025025,간성읍,4282025000,간성읍,428203234013,강원도 고성군 간성읍 수성로 87,24728,라아842421,38.3758980,128.4649304,고성종합운동장외 부대시설,20190923,20190925,"수성제례, 군민의 날 행사 등",고성문화원,고성군수성문화제위원회,"고성군, 고성군의회, 고성경찰서, 강원도고성교육지원청, 고성소방서, 22사단 및 예하 부대, 관내 기관, 단체, 학교",,,,20190917,4340000,강원도 고성군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000046,행사,행사,제21회 고성통일명태축제,강원도,고성군,4282025321,거진읍,4282025300,거진읍,428204502343,강원도 고성군 거진읍 해오름해변길 125,24713,라아832492,38.4397439656,128.45416533,강원도 고성군 거진읍 거진11리 해변,20191017,20191020,고성통일명태와 떠나는 평화 여행,고성통일명태축제위원회,고성통일명태축제위원회,고성군,033-682-8008,http://myeongtae.com,명태축제,20190917,4340000,강원도 고성군,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000047,행사,행사,욕지 섬 문화축제,경상남도,통영시,4822035021,욕지면,4822035000,욕지면,482203333022,경상남도 통영시 욕지면 욕지일주로 77,53100,라라701268,34.63336365,128.2650885,욕지면 동항(불곡)물량장 일원(축제일시는 작년 기준),20191020,20191020,"욕지고구마축제, 고등어축제, 생활낚시체험 등",욕지개척기념사업위원회,욕지개척기념사업위원회,"통영시, 욕지면, 농협, 수협, 각 자생단체 등",055-650-3580,,"연화도용머리, 출렁다리, 노대군도",20190902,5330000,경상남도 통영시,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000048,행사,행사,사량도 옥녀봉 축제,경상남도,통영시,4822037021,사량면,4822037000,사량면,482203333016,경상남도 통영시 사량면 상도일주로 1580-11,53103,라라658503,34.84549681,128.219795325,사량면 진촌물량장 일원(축제일시는 작년 기준),20191026,20191026,"길놀이, 안전기원제, 어선퍼레이드, 개회식, 특별공연, 면민장기자랑, 경품추첨",사량면주민자치위원회,사량면주민자치위원회,"통영시, 사량면 전 기관.단체",055-650-3620,,,20190902,5330000,경상남도 통영시,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
KC488PO19N000049,행사,행사,한산도 바다체험축제,경상남도,통영시,4822036025,한산면,4822036000,한산면,482204799204,경상남도 통영시 한산면 봉암1길 205-8,53093,라라924410,34.75930638,128.5100671,한산면 추봉리 봉암마을,20190616,20190616,"식전행사, 개막식, 맨손고기잡기, 바다보물찾기, 바지락캐기, 오션가약, 수상자전거, 대나무낚시체험, 후리그물고기잡이, 요트체험 등 각종 부대행사",한산면주민자치위원회,한산면주민자치위원회,"통영시, 한산면 전 기관.단체",055-650-3600,,,20190902,5330000,경상남도 통영시,20191113,문화체육관광부,KC_488_WNTY_CLTFSTVL_2019,20191125
